"number";"name";"description";"restriction";"fonction"
24600;"PHYSCOMITRELLA PATENS";"Physcomitrella Patens Protonema Extract is the extract of the protonema of Physcomitrella patens, Phyllanthaceae.";"";"SKIN CONDITIONING"
15163;"PHYSOCARPUS AMURENSIS";"Physocarpus Amurensis Stem Extract is the extract of the stems of Physocarpus amurensis, Rosaceae";"";"ANTIDANDRUFF, ANTIMICROBIAL, ANTIOXIDANT, EMOLLIENT, SKIN CONDITIONING"
27128;"PHYSOSTEGIA VIRGINIANA";"Physostegia Virginiana Leaf/Stem Extract is the extract of the leaves and stems of Physostegia virginiana, Lamiaceae.";"";"ANTISEBORRHOEIC, SKIN CONDITIONING, SURFACTANT"
 ;"PHYTANTRIOL";"3,7,11,15-Tetramethylhexadecane-1,2,3-triol";"";"HUMECTANT"
23744;"PHYTELEPHAS AEQUATORIALIS";"Phytelephas Aequatorialis Seed Powder is the powder obtained from the dried, ground seeds of Phytelephas aequatorialis.";"";"NOT REPORTED"
2384;"PHYTIC ACID";"cis-1,2,3,5-trans-4,6-Cyclohexanehexol, 1,2,3,4,5,6-hexakis(dihydrogen phosphate)";"";"CHELATING"
 ;"PHYTIN";"Calcium-magnesium phytate,myo-Inositol, 1,2,3,4,5,6-hexakis(dihydrogen phosphate), calcium magnesium salt";"";"EMOLLIENT, HUMECTANT, SKIN CONDITIONING"
 ;"PHYTOECDYSTEROIDS";"";"";"SKIN CONDITIONING"
 ;"PHYTOGLOBIN";"Phytoglobin is a protein that occurs in the root nodules of plants and is noted for binding oxygen.";"";"SKIN CONDITIONING"
 ;"PHYTOL";"3,7,11-15-Tetramethylhexadec-2-en-1-ol";"";"EMOLLIENT, MASKING, PERFUMING"
20225;"PHYTOLACCA BOGOTENSIS";"Phytolacca Bogotensis Leaf Extract is the extract of the leaves of Phytolacca bogotensis, Phytolaccaceae.";"";"HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
14633;"PHYTONADIONE EPOXIDE";"(2,3-Epoxyphytyl)menaquinone; Phylloquinine 2,3-Epoxide; vitamin K1 oxide";"";"ASTRINGENT"
 ;"PHYTOSPHINGOSINE";"1,3,4-Octadecanetriol, 2-amino-, (2S, 3S, 4R)-";"";"HAIR CONDITIONING, SKIN CONDITIONING"
10235;"PHYTOSPHINGOSINE ACETAMIDE";"(2S, 3S, 4R)-2-Acetamido-1,3,4-octadecanetriol";"";"ANTIDANDRUFF, ANTIMICROBIAL, HAIR CONDITIONING, SKIN CONDITIONING"
15475;"PHYTOSPHINGOSINE ASCORBATE";"Phytosphingosine Ascorbate is the reaction product of Phytosphingosine and Ascorbic Acid";"";"SKIN CONDITIONING"
21735;"PHYTOSPHINGOSINE CYCLIC";"";"";"HAIR CONDITIONING, SKIN CONDITIONING"
10236;"PHYTOSPHINGOSINE GLYCOLATE";"(2S, 3S, 4R)-2-Amino-1,3,4-octadecanetriol hydroxyacetate salt";"";"SKIN CONDITIONING"
10237;"PHYTOSPHINGOSINE HCL";"(2S, 3S, 4R)-2-Amino-1,3,4-octadecanetriol hydrochloride";"";"SKIN CONDITIONING"
10238;"PHYTOSPHINGOSINE LACTATE";"(2S, 3S, 4R)-2-Amino-1,3,4-octadecanetriol 2-hydroxypropanoate salt";"";"SKIN CONDITIONING"
10239;"PHYTOSPHINGOSINE PCA";"(2S, 3S, 4R)-2-Amino-1,3,4-octadecanetriol 5-pyrrolidone-2-carboxylate salt";"";"SKIN CONDITIONING"
19350;"PHYTOSPHINGOSINE PHOSPHATE";"Phytosphingosine Phosphate is a complex mixture of esters of Phytosphingosine and phosphoric acid.";"";"HAIR CONDITIONING, SKIN CONDITIONING"
 ;"PHYTOSTEROLS";"Phytosterols is a complex mixture of sterols isolated from the higher plants";"";"SKIN CONDITIONING"
17899;"PHYTOSTERYL BUTYRATE";"Phytosteryl Butyrate is the ester of Phytosterol and Butyric Acid";"";"HAIR CONDITIONING, SKIN CONDITIONING"
10241;"PHYTOSTERYL CANOLA";"Glycerides, canola oil, reaction products with plant phytosterols";"";"HAIR CONDITIONING, SKIN CONDITIONING"
16000;"PHYTOSTERYL CANOLATE";"Phytosteryl Canolate is the ester of Phytosterol and the fatty acids derived from Canola Oil";"";"EMOLLIENT, SKIN PROTECTING, VISCOSITY CONTROLLING"
16201;"PHYTOSTERYL CAPRYLATE";"Phytosteryl Caprylate/Caprate is the ester of Phytosterol with a mixture of Caprylic Acid and Capric Acid";"";"HAIR CONDITIONING, SKIN CONDITIONING"
10242;"PHYTOSTERYL GLUCOSIDE";"Plant phytosterols glucosides";"";"SKIN CONDITIONING"
23225;"GLUCOSYLCERAMIDE";"Phytosteryl Glucoside/Glucosylceramide is a complex containing Phytosteryl Glucoside and Glucosyl Ceramide isolated from the peel and pulp of Prunus persica";"";"SKIN CONDITIONING, SKIN PROTECTING"
10243;"PHYTOSTERYL HYDROXYSTEARATE";"Plant phytosterols 12-hydroxyoctadecanoic acid esters";"";"SKIN CONDITIONING"
10244;"PHYTOSTERYL ISOSTEARATE";"16-Methylheptadecanoic acid, phytosterols ester";"";"HAIR CONDITIONING, SKIN CONDITIONING"
10245;"PHYTOSTERYL ISOSTEARYL";"9,12(Z,Z)-Octadecadienoic acid dimer, diester with (3-.beta.)-sigmast-5-en-3-ol and isooctadecanol";"";"BINDING, EMOLLIENT, HAIR CONDITIONING, SKIN CONDITIONING, VISCOSITY CONTROLLING"
17229;"PHYTOSTERYL LINOLEATE";"Phytosteryl Linoleate is the ester of Phytosterol with Linoleic Acid";"";"ANTIOXIDANT"
2386;"PHYTOSTERYL MACADAMIATE";"Fatty acids, macadamia nut-oil, esters with (3-.beta.)-sigmast-5-en-3-ol";"";"HAIR CONDITIONING, SKIN CONDITIONING"
17900;"PHYTOSTERYL NONANOATE";"Phytosteryl Nonanoate is the ester of Phytosterol and Nonanoic Acid";"";"HAIR CONDITIONING, SKIN CONDITIONING"
10246;"PHYTOSTERYL OLEATE";"9-Octadecenoic acid, phytosterols ester";"";"HAIR CONDITIONING, SKIN CONDITIONING"
10247;"PHYTOSTERYL RICE";"Fatty acids, rice (Oryza sativa) bran oil, (3-.beta.)-sigmast-5-en-3-ol ester";"";"ASTRINGENT, EMOLLIENT, HAIR CONDITIONING, HUMECTANT, SKIN PROTECTING"
10248;"PHYTOSTERYL RICINOLEATE";"12-Hydroxy-9-octadecenoic acid, phytosterols ester";"";"HAIR CONDITIONING, SKIN CONDITIONING"
10249;"PHYTOSTERYL SUNFLOWERSEEDATE";"Fatty acids, sunflower (Helianthus annuus) seed oil, (3-.beta.)-sigmast-5-en-3-ol ester";"";"SKIN CONDITIONING"
 ;"PHYTOSTERYL";"9,12(Z,Z)-Octadecadienoic acid dimer, diester with plant sterols and docosanol";"";"HAIR CONDITIONING, SKIN CONDITIONING, VISCOSITY CONTROLLING"
10250;"BEHENYL DIMER";"9,12(Z,Z)-Octadecadienoic acid dimer, diester with plant sterols and docosanol";"";"HAIR CONDITIONING, SKIN CONDITIONING, VISCOSITY CONTROLLING"
18145;"ISOSTEARYL LAUROYL";"Phytosteryl/Behenyl/Octyldodecyl/Isostearyl Lauroyl Glutamate is the mixed ester of Phytosterol, Behenyl Alcohol, Octyldodecanol and Isostearyl Alcohol with Lauroyl Glutamic Acid";"";"EMOLLIENT, HAIR CONDITIONING"
16113;"DECYLTETRADECYL MYRISTOYL";"Phytosteryl/Decyltetradecyl Myristoyl Methyl Beta-Alaninate is the product obtained by the reaction of N-myristoyl-N-methylalanine with a mixture of Phytosterol and Decyltetradecanol";"";"EMOLLIENT, HAIR CONDITIONING, SKIN CONDITIONING"
10254;"PICEA ABIES";"Picea Abies Bud Extract is an extract of the buds of the Norway spruce, Picea abies (L.), Pinaceae";"";"ANTIDANDRUFF"
24022;"PICEA GLAUCA";"Picea Glauca Bark Extract is the extract of the bark of Picea glauca, Pinaceae.";"";"SKIN CONDITIONING"
26962;"PICEA GLEHNII";"Picea Glehnii Needle Oil is the volatile oil obtained from the needles of Picea glehnii, Pinaceae.";"";"MASKING"
22974;"PICEA MARIANA";"Picea Mariana Bark Extract is the extract obtained from the bark of Picea mariana, Pinaceae.";"";"ANTIOXIDANT, SKIN CONDITIONING"
24698;"PICEA OBOVATA";"Picea Obovata Needle Extract is the extract of the needles of Picea obovata, Pinaceae.";"";"HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING"
22391;"PICEA PUNGENS";"Picea Pungens Branch/Leaf/Wood Oil is the volatile oil obtained from the branches, leaves, and wood of Picea pungens, Pinaceae.";"";"MASKING"
 ;"PICEATANNOL";"1,2-Benzenediol, 4-[(1E)-2-(3,5-Dihydroxyphenyl)Ethenyl]-; trans-3,3',4,5'-Tetrahydroxystilbene";"";"ANTIOXIDANT"
18172;"PICHIA CARIBBICA";"Pichia Caribbica Ferment is the product obtained by the fermentation of Pichia carribica";"";"HUMECTANT"
26998;"PICHIA FERMENT";"Pichia Ferment Extract Filtrate is a filtrate of an extract of the product obtained through fermentation by the microorganism Pichia pastoris.";"";"EMOLLIENT, SKIN CONDITIONING, SKIN PROTECTING"
24343;"PICHIA HEEDII";"Pichia Heedii Extract is the extract of the yeast, Pichia heedii, Saccharomycetaceae.";"";"SKIN PROTECTING"
27130;"PICHIA KUDRIAVZEVII";"Pichia Kudriavzevii/Saccharomyces/Grape Peel/Seed/Stem Ferment Extract Filtrate is a filtrate of the extract of the product obtained by the fermentation of the peel, seeds and stems of Vitis vinifera by the microorganisms Pichia kudriavzevii and Saccharomyces.";"";"ANTIOXIDANT, SKIN CONDITIONING"
27130;"GRAPE PEEL";"Pichia Kudriavzevii/Saccharomyces/Grape Peel/Seed/Stem Ferment Extract Filtrate is a filtrate of the extract of the product obtained by the fermentation of the peel, seeds and stems of Vitis vinifera by the microorganisms Pichia kudriavzevii and Saccharomyces.";"";"ANTIOXIDANT, SKIN CONDITIONING"
25344;"PICHIA MINUTA";"Pichia Minuta Extract is the extract of the microorganism, Pichia minuta, Saccharomycetaceae.";"";"SKIN PROTECTING"
18421;"PICHIA PASTORIS";"Pichia Pastoris Ferment Filtrate is a filtrate of the product obtained by the fermentation of a growth media by the microorganism, Pichia pastoris";"";"SKIN CONDITIONING"
21511;"TOCOPHEROL FERMENT";"Pichia Pastoris/Diethylhexyl Syringylidenemalonate/Tocopherol Ferment Extract Filtrate is a filtrate of an extract of the product obtained by the fermentation of Diethylhexyl Syringylidenemalonate and {3219} by the microorganism, Pichia pastoris";"";"SKIN CONDITIONING"
27269;"PICHIA R-SH-POLYPEPTIDE-1";"Pichia r-sh-Polypeptide-1 Ferment Extract Filtrate is a filtrate of an extract of the product obtained by the fermentation of Pichia pastoris which contains sh-Polypeptide-1.";"";"EMOLLIENT, SKIN CONDITIONING, SKIN PROTECTING"
27270;"PICHIA R-SH-POLYPEPTIDE-19";"Pichia r-sh-Polypeptide-19 Ferment Extract Filtrate is a filtrate of an extract of the product obtained by the fermentation of Pichia pastoris which contains sh-Polypeptide-19.";"";"EMOLLIENT, SKIN CONDITIONING, SKIN PROTECTING"
18914;"OSAJIN FERMENT";"Pichia/Osajin Ferment Extract is the extract of the product obtained by the fermentation of Osajin by the microorganism, Pichia";"";"SKIN CONDITIONING"
18915;"POMIFERIN FERMENT";"Pichia/Pomiferin Ferment Extract is the extract of the product obtained by the fermentation of Pomiferin by the microorganism, Pichia";"";"SKIN CONDITIONING"
20903;"R-LEUCOSPORIDIUM POLYPEPTIDE-1";"Pichia/r-Leucosporidium Polypeptide-1 Conditioned Media is the growth media removed from cultures of cells derived from the expression of Leucosporidium Antifreeze Protein in Pichia pastoris after several days of growth.";"";"ANTIMICROBIAL, ANTIOXIDANT, ANTISEBORRHOEIC, HAIR CONDITIONING, SKIN PROTECTING"
17644;"RETINOL FERMENT";"Pichia/Retinol Ferment Extract is the extract of the fermentation of Retinol by the microorganism, Pichia";"";"SKIN CONDITIONING"
19060;"SEA SILT";"Pichia/Sea Silt Ferment Lysate Extract is the extract of a lysate of the product obtained by the fermentation of Sea Silt by the microorganism, Pichia";"";""
 ;"PICOLINAMIDE";"2-Pyridinecarboxamide";"";"EMOLLIENT"
2387;"PICRAMIC ACID";"2-Amino-4,6-dinitrophenol (CI 76540)";"";"HAIR DYEING"
10259;"PICRASMA EXCELSA";"Picrasma Excelsa Wood Extract is an extract of the wood of the Bitterwood, Picrasma excelsa, Simarubaceae";"";"ASTRINGENT, SKIN CONDITIONING"
18552;"PICRASMA QUASSIOIDES";"Picrasma Quassioides Fruit Extract is the extract of the fruit of Picrasma quassioides, Simaroubaceae";"";"ANTIMICROBIAL, SKIN CONDITIONING"
24157;"PICRORHIZA KURROOA";"Picrorhiza Kurrooa Rhizome/Root Extract is the extract of the rhizomes and roots of Picrorhiza kurrooa, Plantaginaceae.";"";"SKIN CONDITIONING"
 ;"PIDOBENZONE";"L-Proline, 5-oxo-, 4-hydroxyphenyl ester";"";"SKIN CONDITIONING"
23922;"PIG ADIPOCYTE";"Pig Adipocyte Conditioned Media is the growth media removed from cultures of pig adipocytes after several days of growth. The starting media is either Dulbecco's Modified Eagle Medium which may or may not contain fetal bovine serum, or a serum-free nutrient media.";"";"HAIR CONDITIONING"
25326;"PIG ADIPOSE";"Pig Adipose Stromal Cell Conditioned Media is the growth media removed from cultures of stromal cells from the adipose tissue isolated from pigs after several days of growth. The starting media is Dulbecco's Modified Eagle Medium, and may or may not contain fetal bovine serum.";"";"SKIN CONDITIONING"
23921;"PIG DENTAL";"Pig Dental Pulp Cell Conditioned Media is the growth media removed from cultures of cells isolated from porcine dental pulp tissue after several days of growth. The starting media is either Dulbecco's Modified Eagle Medium which may or may not contain fetal bovine serum, or a serum-free nutrient media.";"";"HUMECTANT, SKIN CONDITIONING"
21877;"ADIPOCYTE";"Pig Dental Pulp Cell/Adipocyte/Bone Marrow Cell Conditioned Media is the growth media removed from cultures of a mixture of cells isolated from porcine dental pulp tissue, adipose tissue, and bone marrow after several days of growth. The starting media is Dulbecco's Modified Eagle Medium, and may or may not contain fetal bovine serum.";"";"HUMECTANT, SKIN CONDITIONING"
21877;"BONE MARROW";"Pig Dental Pulp Cell/Adipocyte/Bone Marrow Cell Conditioned Media is the growth media removed from cultures of a mixture of cells isolated from porcine dental pulp tissue, adipose tissue, and bone marrow after several days of growth. The starting media is Dulbecco's Modified Eagle Medium, and may or may not contain fetal bovine serum.";"";"HUMECTANT, SKIN CONDITIONING"
25851;"PIG PLATELETS";"Pig Platelets are the platelets isolated from the blood of pigs.";"";"SKIN CONDITIONING"
16840;"PIGMENT BLUE";"29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32 copper";"";"HAIR DYEING"
10260;"PIGMENT RED";"Anthra[2,1,9-def:6,5,10-d'e'f']diisoquinoline-1,3,8,10(2H,9H)-tetrone, 2,9-bis(4-methoxyphenyl)-";"";"HAIR DYEING"
10321;"PIGSKIN EXTRACT";"Pigskin Extract is the extract of the skin of young pigs";"";"REFATTING"
10322;"PIKEA ROBUSTA";"Pikea Robusta Extract is an extract of the Alga, Pikea robusta, Dumontiaceae";"";"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
18468;"PILOCARPUS MICROPHYLLUS";"Pilocarpus Microphyllus Leaf Extract is the extract of the leaves of Pilocarpus microphyllus, Rutaceae";"";"SKIN CONDITIONING"
10323;"PILOCARPUS PENNATIFOLIUS";"Pilocarpus Pennatifolius Leaf Extract is an extract of the leaves of Pilocarpus pennatifolius, Rutaceae";"";"TONIC"
4607;"PIMENTA ACRIS";"Extract obtained from the fruits of the Bay, Pimenta acris, Myrtaceae";"";"PERFUMING"
10326;"PIMENTA DIOICA";"Pimenta Dioica Fruit Extract is an extract of the unripe fruit of Pimenta dioica (L.), Myrtaceae";"";"TONIC"
4923;"PIMENTA RACEMOSA";"Pimenta Racemosa Fruit Leaf Extract is an extract obtained from the fruits leaves of the plant, Pimenta racemosa, Myrtaceae. Syn. Bay leaf";"";"PERFUMING"
4924;"FRUIT OIL";"Pimenta Racemosa Leaf/Fruit Oil is an essential oil obtained from the fruits of the plant, Pimenta racemosa, Myrtaceae";"";"PERFUMING"
13947;"PIMPINELLA ANISUM";"Pimpinella Anisum Fruit Extract is an extract of the fruit of the Anise, Pimpinella anisum L., Umbelliferae";"";"MASKING, SKIN CONDITIONING"
14669;"PIMPINELLA BRACHYCARPA";"Pimpinella Brachycarpa Extract is the extract of the whole plant, Pimpinella brachycarpa";"";"ANTIOXIDANT"
15925;"PIMPINELLA GUSTAVOHEGIANA";"Pimpinella Gustavohegiana Extract is the extract of the whole plant, Pimpinella gustavohegiana, Apiaceae";"";"SKIN CONDITIONING"
10330;"PIMPINELLA SAXIFRAGA";"Pimpinella Saxifraga Extract is an extract of the whole herb, Pimpinella saxifraga L., Apiaceae";"";"HUMECTANT"
 ;"PINACOL";"2,3-Dimethyl-2,3-butanediol";"";"PERFUMING"
 ;"PINANAL";"2,6,6-Trimethylbicyclo[3.1.1]heptane-3-ol";"";"PERFUMING"
4928;"PINANE CARBALDEHYDE";"2,6,6-Trimethylbicyclo[3.1.1]heptane-3-carbaldehyde";"";"PERFUMING"
 ;"PINANEDIOL";"Bicyclo[3.1.1]Heptane-2,3-diol, 2,6,6-Trimethyl-, (1R,2R,3R,5R)- ; cis-?-Pinene Glycol";"";"SKIN CONDITIONING"
4930;"PINANYL METHYL";"1-(2,5,5-Trimethylcycloheptyl)ethan-1-one";"";"PERFUMING"
20602;"PINEAMIDOPROPYL BETAINE";"Pineamidopropyl Betaine is the zwitterion (inner salt).";"";"ANTIPLAQUE, CLEANSING, EMULSIFYING, EMULSION STABILISING, FOAMING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT"
 ;"PINENE";"Bicyclo[3.1.1]hept-2-ene, 2,6,6-trimethyl-";"";"ANTIFOAMING, MASKING"
22972;"PINUS BANKSIANA";"Pinus Banksiana Bark Extract is the extract of the bark of Pinus banksiana, Pinaceae.";"";"SKIN CONDITIONING"
16992;"PINUS BUNGEANA";"Pinus Bungeana Leaf Extract is the extract of the leaves of Pinus bungeana, Pinaceae";"";"SKIN CONDITIONING"
20359;"PINUS CEMBRA";"Pinus Cembra Leaf/Twig Oil is the volatile oil obtained from the leaves and twigs of the Pine, Pinus cembra L., Pinaceae";"III/116";"ANTIMICROBIAL, MASKING, PERFUMING"
14725;"PINUS HALEPENSIS";"Pinus Halepensis Branch/Leaf Oil is the volatile oil obtained from the branches and leaves of Pinus halepensis, Pinaceae";"";"MASKING"
24435;"PINUS HELDREICHII";"Pinus Heldreichii Bark Extract is the extract of the bark of Pinus heldreichii, Pinaceae.";"";"ANTIOXIDANT, BLEACHING, SKIN PROTECTING"
20002;"PINUS KORAINSIS";"Pinus Koraiensis Callus Culture Extract is the extract of a culture of the callus of Pinus koraiensis, Pinaceae.";"";"SKIN CONDITIONING"
10338;"PINUS LAMBERTIANA";"Pinus Lambertiana Wood Extract is an extract of the wood of the Pine, Pinus lambertiana, Pinaceae";"";"SKIN CONDITIONING"
14723;"PINUS LAURICIO";"Pinus Lauricio Branch/Leaf Oil is the volatile oil obtained from the branches and leaves of Pinus lauricio, Pinaceae";"";"MASKING"
17672;"PINUS LONGIFOLIA";"Pinus Longifolia Wood Extract is the extract of the wood of Pinus longifolia, Pinaceae";"";"SKIN CONDITIONING"
15494;"PINUS MUGO";"Pinus Mugo Leaf Oil is an essential oil obtained from the leaves of the Pine, Pinus mugo, Pinaceae";"III/109";"MASKING, PERFUMING"
16994;"PINUS NIGRA";"Pinus Nigra Bud/Needle Extract is the extract of the buds and needles of the Pine, Pinus nigra, Pinaceae";"";"ANTIMICROBIAL, ANTIOXIDANT"
16994;"NEEDLE EXTRACT";"Pinus Nigra Bud/Needle Extract is the extract of the buds and needles of the Pine, Pinus nigra, Pinaceae";"";"ANTIMICROBIAL, ANTIOXIDANT"
2390;"PINUS PALUSTRIS";"Pinus Palustris Leaf Extract is an extract of the needles of the Swamp Pine, Pinus palustris, Pinaceae";"III/112";"TONIC"
17509;"PINUS PARVIFLORA";"Pinus Parviflora Cone Extract is the extract of the cones of Pinus parviflora, Pinaceae";"";"ANTIOXIDANT"
10341;"PINUS PENTAPHYLLA";"Pinus Pentaphylla Seed Oil is the fixed oil expressed from the seeds of Pinus pentaphylla, Pinaceae";"";"EMOLLIENT"
18437;"PINUS PINASTER";"Pinus Pinaster Bark Extract is the extract of the bark of the Maritime Pine, Pinus pinaster, Pinaceae";"";"ANTIOXIDANT"
16274;"PINUS PINEA";"Pinus Pinea Kernel Extract is the extract of the kernel of the Stone Pine, Pinus pinea L., Pinaceae";"";"SKIN CONDITIONING"
14724;"PINUS PONDEROSA";"Pinus Ponderosa Branch/Leaf Oil is the volatile oil obtained from the branches and needles of Pinus ponderosa, Pinaceae";"";"MASKING"
24697;"PINUS PUMILA";"Pinus Pumila Needle Extract is the extract of the needles of Pinus pumila, Pinaceae.";"III/114";"HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING"
2392;"PINUS PUMILIO";"Pinus Pumilio Bark Extract is an extract of the bark of the Mountain Pine, Pinus pumilio, Pinaceae";"";"PERFUMING, TONIC"
10344;"PINUS RADIATA";"Pinus Radiata Bark Extract is an extract of the bark of the Pine, Pinus radiata, Pinaceae";"";"ANTIOXIDANT"
10345;"PINUS RIGIDA";"Pinus Rigida Bark Extract is an extract of the bark of the Pine, Pinus rigida, Pinaceae";"";"SKIN CONDITIONING"
24696;"PINUS SIBIRICA";"Pinus Sibirica Needle Extract is the extract of the needles of Pinus sibirica, Pinaceae.";"";"HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING"
5315;"PINUS SPECIES";"Pinus Species Twig Leaf Extract is an extract obtained from the twigs leaves of different species of pine, Pinus spp., Pinaceae";"III/115";"PERFUMING"
10346;"PINUS STROBUS";"Pinus Strobus Bark Extract is an extract of the bark of the Eastern Pine, Pinus strobus L., Pinaceae";"III/115";"SKIN CONDITIONING"
10348;"PINUS SYLVESTRIS";"Pinus Sylvestris Bark Extract is an extract of the bark of the Scotch Pine, Pinus sylvestris L., Pinaceae";"III/110";"PERFUMING, TONIC"
27346;"QUERCUS ACUTISSIMA";"This is the extract of the bark of Pinus sylvestris; the flowers of Chamomilla recutita; the fruits of Citrus junos, and Quercus acutissima; the leaves of Artemisia princeps, Camellia sinensis, Chamaecyparis obtusa, Cinnamomum camphora, Cydonia oblonga, Diospyros kaki, Eriobotrya japonica, Eucalyptus globulus, Ginkgo biloba, Moringaga oleifera, Morus alba, Paulownia tomentosa, and Prunus yedoensis; the leaves and stems of Petasites japonicus; the peel of Citrus medica limonum; the sap of Acer saccarum, and Betula alba; the seeds of Helianthus annuus and Sesamum indicum; the stems of Phyllostachys heterocycla; the whole plants, Houttuynia cordata, Humulus lupulus, and Nandina domestica.";"";"HUMECTANT, SKIN CONDITIONING"
27346;"MORINGAGA OLEIFERA";"This is the extract of the bark of Pinus sylvestris; the flowers of Chamomilla recutita; the fruits of Citrus junos, and Quercus acutissima; the leaves of Artemisia princeps, Camellia sinensis, Chamaecyparis obtusa, Cinnamomum camphora, Cydonia oblonga, Diospyros kaki, Eriobotrya japonica, Eucalyptus globulus, Ginkgo biloba, Moringaga oleifera, Morus alba, Paulownia tomentosa, and Prunus yedoensis; the leaves and stems of Petasites japonicus; the peel of Citrus medica limonum; the sap of Acer saccarum, and Betula alba; the seeds of Helianthus annuus and Sesamum indicum; the stems of Phyllostachys heterocycla; the whole plants, Houttuynia cordata, Humulus lupulus, and Nandina domestica.";"";"HUMECTANT, SKIN CONDITIONING"
27346;"ACER SACCARUM";"This is the extract of the bark of Pinus sylvestris; the flowers of Chamomilla recutita; the fruits of Citrus junos, and Quercus acutissima; the leaves of Artemisia princeps, Camellia sinensis, Chamaecyparis obtusa, Cinnamomum camphora, Cydonia oblonga, Diospyros kaki, Eriobotrya japonica, Eucalyptus globulus, Ginkgo biloba, Moringaga oleifera, Morus alba, Paulownia tomentosa, and Prunus yedoensis; the leaves and stems of Petasites japonicus; the peel of Citrus medica limonum; the sap of Acer saccarum, and Betula alba; the seeds of Helianthus annuus and Sesamum indicum; the stems of Phyllostachys heterocycla; the whole plants, Houttuynia cordata, Humulus lupulus, and Nandina domestica.";"";"HUMECTANT, SKIN CONDITIONING"
