"Name";"Accepted_name_rank";"Accepted_name_family";"Genus_matched";"Specific_epithet_matched";"Accepted_name_species";"Taxonomic_status";"Overall_score";"Source";"fonction";"restriction";"description"
"Sorbus domestica";"species";"Rosaceae";"Pyrus";"sorbus";"Sorbus domestica";"Synonym";"1";"tpl";"ASTRINGENT, SKIN CONDITIONING";"";"Pyrus Sorbus Bud Extract is the extract of the buds of the White Pear, Pyrus sorbus, Rosaceae"
"Quassia amara";"species";"Simaroubaceae";"Quassia";"amara";"Quassia amara";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Quassia Amara Wood is the wood obtained from the Bitterwood, Quassia amara L., Simarubaceae"
"Quercus acuta";"species";"Fagaceae";"Quercus";"acuta";"Quercus acuta";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Quercus Acuta Branch/Leaf Extract is the extract of the branches and leaves of Quercus acuta, Fagaceae"
"Quercus acutissima";"species";"Fagaceae";"Quercus";"acutissima";"Quercus acutissima";"Accepted";"1";"tpl;tropicos";"ANTIMICROBIAL, DEODORANT, EMOLLIENT, HUMECTANT, SKIN CONDITIONING";"";"Quercus Acutissima Extract is the extract of the whole plant, Quercus acutissima, Fagaceae."
"Quercus trojana";"species";"Fagaceae";"Quercus";"aegilops";"Quercus trojana";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Quercus Aegilops Cupule Extract is the extract of the cupule of Quercus aegilos, Fagaceae."
"Quercus alba";"species";"Fagaceae";"Quercus";"alba";"Quercus alba";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Quercus Alba Bark is the bark of Oak Tree, Quercus alba L., Fagaceae"
"Quercus glauca";"species";"Fagaceae";"Quercus";"glauca";"Quercus glauca";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Quercus Glauca Branch/Leaf Extract is the extract of the branches and leaves of Quercus glauca, Fagaceae"
"Quercus ilex";"species";"Fagaceae";"Quercus";"ilex";"Quercus ilex";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Quercus Ilex Callus Powder is the powder obtained from the dried, ground callus of Quercus ilex grown in culture, Fagaceae."
"Quercus infectoria";"species";"Fagaceae";"Quercus";"infectoria";"Quercus infectoria";"Accepted";"1";"tpl";"ANTIOXIDANT, ASTRINGENT, TONIC";"";"Quercus Infectoria Fruit Extract is the extract of the fruits of the Oak, Quercus infectoria, Fagaceae"
"Quercus mongolica";"species";"Fagaceae";"Quercus";"mongolica";"Quercus mongolica";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Quercus Mongolica Leaf Extract is the extract of the leaves of Quercus mongolica, Fagaceae."
"Quercus petraea";"species";"Fagaceae";"Quercus";"petraea";"Quercus petraea";"Accepted";"1";"tpl;tropicos";"ANTISEBORRHOEIC";"";"Quercus Petraea Bark Extract is an extract of the bark of the Oak, Quercus petraea, Fagaceae"
"Quercus robur";"species";"Fagaceae";"Quercus";"robur";"Quercus robur";"Accepted";"1";"tpl;tropicos;usda";"ASTRINGENT";"";"Quercus Robur Bark Extract is an extract of the bark of the English Oak , Quercus robur L., Fagaceae"
"Quercus salicina";"species";"Fagaceae";"Quercus";"salicina";"Quercus salicina";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Quercus Salicina Extract is the extract of the whole plant, Quercus salicina, Fagoideae"
"Quercus semecarpifolia";"species";"Fagaceae";"Quercus";"semecarpifolia";"Quercus semecarpifolia";"Accepted";"1";"tpl;tropicos";"HUMECTANT";"";"Quercus Semecarpifolia Bark Extract is the extract of the bark of Quercus semicarpifolia, Fagaceae"
"Quercus serrata";"species";"Fagaceae";"Quercus";"serrata";"Quercus serrata";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Quercus Serrata Extract is an extract of the Oak Tree, Quercus serrata, Fagaceae"
"Quercus suber";"species";"Fagaceae";"Quercus";"suber";"Quercus suber";"Accepted";"1";"tpl;tropicos;usda";"ABRASIVE, ANTIMICROBIAL, BINDING, BULKING, COSMETIC COLORANT, SKIN CONDITIONING";"";"Quercus Suber Bark is the bark of Quercus suber, Fagaceae."
"Quillaja saponaria";"species";"Quillajaceae";"Quillaja";"saponaria";"Quillaja saponaria";"Accepted";"1";"tpl;tropicos;usda";"CLEANSING, EMULSIFYING, FOAMING";"";"Quillaja Saponaria Bark is a plant material derived from the dried bark of the Panama Bark, Quillaja saponaria, Rosaceae"
"Isodon rubescens";"species";"Lamiaceae";"Rabdosia";"rubescens";"Isodon rubescens";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Rabdosia Rubescens Extract is the extract of the whole plant, Rabdosia rubescens, Lamiaceae"
"Ficaria verna";"species";"Ranunculaceae";"Ranunculus";"ficaria";"Ficaria verna";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Ranunculus Ficaria Extract is an extract of the Figwort, Ranunculus ficaria L., Ranunculaceae"
"Ranunculus pygmaeus";"species";"Ranunculaceae";"Ranunculus";"pygmaeus";"Ranunculus pygmaeus";"Accepted";"1";"tpl;tropicos;usda";"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING";"";"Ranunculus Pygmaeus Callus Culture Extract is the extract of a culture of the callus of Ranunculus pygmaeus, Ranunculaceae."
"Raoulia australis";"species";"Asteraceae";"Raoulia";"australis";"Raoulia australis";"Accepted";"1";"gcc";"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING";"";"Raoulia Australis Callus Extract is the extract of the callus of Raoulia australis grown in culture"
"Rauvolfia serpentina";"species";"Apocynaceae";"Rauvolfia";"serpentina";"Rauvolfia serpentina";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Rauwolfia Extract"
"Ravenala madagascariensis";"species";"Strelitziaceae";"Ravenala";"madagascariensis";"Ravenala madagascariensis";"Accepted";"1";"tpl;tropicos";"EMOLLIENT, SKIN CONDITIONING, SKIN PROTECTING";"";"Ravenala Madagascariensis Aril Extract is the extract of the aril of Ravenala madagascariensis, Strelitzizceae."
"Cryptocarya agathophylla";"species";"Lauraceae";"Ravensara";"aromatica";"Cryptocarya agathophylla";"Synonym";"1";"tpl;tropicos";"MASKING";"";"Ravensara Aromatica Leaf Oil is the volatile oil distilled from the leaves of Ravensara aromatica, Lauraceae"
"Rehmannia glutinosa";"species";"Orobanchaceae";"Rehmannia";"chinensis";"Rehmannia glutinosa";"Synonym";"1";"tpl";"EMOLLIENT, SKIN CONDITIONING";"";"Aureobasidium Pullulans/Schizandra Chinensis Fruit/Polygonatum Sibiricum Rhizome/(Rehmannia Chinensis/Astragalus Membranaceus/Licorice/Paeonia Albiflora/Panax Ginseng) Root Extract Ferment Filtrate is a filtrate of the product obtained by the fermentation of an extract of the fruit of Schizandra chinensis ; the rhizomes of Polygonatum sibiricum ; the roots of Astragalus membranaceus , Glycyrrhiza glabra (licorice), Paeonia albiflora , Panax ginseng , and Rehmannia chinensis , by the microorganism Aureobasidium pullulans."
"Rehmannia elata";"species";"Orobanchaceae";"Rehmannia";"elata";"Rehmannia elata";"Accepted";"1";"tpl;tropicos";"SKIN PROTECTING";"";"Rehnmannia Elata Root Extract is an extract of the roots of Rehmannia elata, Scrophulariaceae"
"Renealmia guianensis";"species";"Zingiberaceae";"Renealmia";"guianensis";"Renealmia guianensis";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Renealmia Guianensis Leaf Extract is the extract of the leaves of Renealmis guianensis, Zingiberaceae."
"Reseda luteola";"species";"Resedaceae";"Reseda";"luteola";"Reseda luteola";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING, SOOTHING";"";"Reseda Luteola Extract is an extract of the whole plant of the Dyer's Rocket, Reseda luteola L., Resedaceae"
"Reseda odorata";"species";"Resedaceae";"Reseda";"odorata";"Reseda odorata";"Accepted";"1";"tpl;tropicos;usda";"MASKING, SKIN CONDITIONING, SOOTHING";"";"Reseda Odorata Flower/Leaf/Stem Extract is an extract of the flowers, leaves and stems of the Sweet Mignonette, Reseda odorata L., Resedaceae"
"Reynoutria sachalinensis";"species";"Polygonaceae";"Reynoutria";"sachalinensis";"Reynoutria sachalinensis";"Accepted";"1";"tpl";"HUMECTANT, SKIN CONDITIONING";"";"Reynoutria Sachalinensis Extract is the extract of the whole plant, Reynoutria sachalinensis, Polygonaceae."
"Frangula purshiana";"species";"Rhamnaceae";"Rhamnus";"purshiana";"Frangula purshiana";"Synonym";"1";"tpl";"PERFUMING, SKIN CONDITIONING, SKIN PROTECTING";"";"Rhamnus Purshiana Bark extract is an extract of the bark of the Sacred Bark, Rhamnus purshiana, Rhamnaceae"
"Rhapis excelsa";"species";"Arecaceae";"Rhapis";"flabelliformis";"Rhapis excelsa";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Rhapis Flabelliformis Leaf Extract is the extract of the leaves of Rhaphis flabelliformis, Poaceae"
"Rhaponticum carthamoides";"species";"Asteraceae";"Rhaponticum";"carthamoides";"Rhaponticum carthamoides";"Accepted";"1";"gcc;tropicos";"SKIN CONDITIONING";"";"Rhaponticum Carthamoides Root Extract is the extract obtained from the roots of Rhaponticum carthamoides, Asteraceae"
"Rheum officinale";"species";"Polygonaceae";"Rheum";"officinale";"Rheum officinale";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Rheum Officinale Stem Extract is the extract of the stems of the Rhubarb, Rheum officinale, Polygonaceae"
"Rheum palmatum";"species";"Polygonaceae";"Rheum";"palmatum";"Rheum palmatum";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";""
"Rheum rhabarbarum";"species";"Polygonaceae";"Rheum";"rhabarbarum";"Rheum rhabarbarum";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Rheum Rhabarbarum Stalk Extract is the extract of the stalks of Rheum rhabarbarum, Polygonaceae."
"Rheum rhaponticum";"species";"Polygonaceae";"Rheum";"rhaponticum";"Rheum rhaponticum";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Rheum Rhaponticum Fruit Water is the aqueous solution of the steam distillates obtained from the fruit of Rheum rhaponticum, Polygonaceae."
"Rheum tanguticum";"species";"Polygonaceae";"Rheum";"tanguticum";"Rheum tanguticum";"Accepted";"1";"tpl;tropicos";"EMOLLIENT, HUMECTANT, SKIN CONDITIONING";"";"Ampelopsis Japonica Root/Eriobotrya Japonica Leaf/Rheum Tanguticum Rhizome/Taraxacum Platycarpum Water is an aqueous solution of the steam distillates obtained from the roots of Ampelopsis japonica , the leaves of Eriobotrya japonica , the rhizomes of Rheum tanguticum and the whole plant Taraxacum platycarpum."
"Rhinacanthus nasutus";"species";"Acanthaceae";"Rhinacanthus";"communis";"Rhinacanthus nasutus";"Synonym";"1";"tpl;tropicos";"ASTRINGENT";"";"Rhinacanthus Communis Extract is an extract of the whole plant, Rhinacanthus communis, Acanthaceae"
"Rhizophora apiculata";"species";"Rhizophoraceae";"Rhizophora";"apiculata";"Rhizophora apiculata";"Accepted";"1";"tpl;tropicos;usda";"HUMECTANT";"";"Rhizophora Apiculata Leaf Extract is the extract of the leaves of Rhizophora apiculata, Rhizophoraceae"
"Rhizophora mangle";"species";"Rhizophoraceae";"Rhizophora";"mangle";"Rhizophora mangle";"Accepted";"1";"tpl;tropicos;usda";"COSMETIC COLORANT";"";"Rhizophora Mangle Bark Extract is the extract of the bark of Rhizophora mangle L., Rhizophoraceae"
"Rhodiola crenulata";"species";"Crassulaceae";"Rhodiola";"crenulata";"Rhodiola crenulata";"Accepted";"1";"tpl";"EMOLLIENT";"";"Rhodiola Crenulata Root Extract is an extract of the roots Rhodiola crenulata, Crassulaceae"
"Sedum roseum";"species";"Crassulaceae";"Rhodiola";"rosea";"Sedum roseum";"Synonym";"1";"tpl";"ANTIOXIDANT, SKIN PROTECTING";"";"Rhodiola Rosea Callus is the callus of Rhodiola rosea grown in culture, Rhodellaceae."
"Rhodiola sacra";"species";"Crassulaceae";"Rhodiola";"sacra";"Rhodiola sacra";"Accepted";"1";"tpl;tropicos";"EMOLLIENT";"";"Rhodiola Sacra Root Extract is an extract of the roots of the Rhodiola sacra, Crassulaceae"
"Rhodobryum roseum";"species";"Bryaceae";"Rhodobryum";"roseum";"Rhodobryum roseum";"Accepted";"1";"tpl;tropicos;usda";"HUMECTANT";"";"Rhodobryum Roseum Extract is the extract of the whole plant, Rhodobryum roseum"
"Rhododendron anthopogon";"species";"Ericaceae";"Rhododendron";"anthopogon";"Rhododendron anthopogon";"Accepted";"1";"tpl;tropicos";"HUMECTANT";"";"Rhododendron Anthopogon Flower Powder is the powder obtained from the dried, ground flowers of Rhododendron anthopogon, Ericaceae"
"Rhododendron arboreum";"species";"Ericaceae";"Rhododendron";"arboreum";"Rhododendron arboreum";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Rhododendron Arboreum Bark Extract is the extract of the bark of Rhododendron arboreum, Ericaceae"
"Rhododendron fauriei";"species";"Ericaceae";"Rhododendron";"brachycarpum";"Rhododendron fauriei";"Synonym";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Rhododendron Brachycarpum Extract is the extract of the whole plant, Rhododendron brachycarpum, Ericaceae"
"Rhododendron aureum";"species";"Ericaceae";"Rhododendron";"chrysanthum";"Rhododendron aureum";"Synonym";"0.97";"tpl;tropicos";"SKIN CONDITIONING";"";"Saccharomyces/Panax Ginseng Root/Rhododendron Chrysanthemum Leaf/Lycium Chinensis Fruit/Antler Velvet Ferment Filtrate is a filtrate of the product obtained by the fermentation of Panax Ginseng Root, the leaves of Rhododendron chrysanthemum, the fruit of Lycium chinense, and antler velvet by the microorgansim, Saccharomyces"
"Rhododendron ferrugineum";"species";"Ericaceae";"Rhododendron";"ferrugineum";"Rhododendron ferrugineum";"Accepted";"1";"tpl";"MASKING, SKIN PROTECTING";"";"Rhododedron Ferrugineum Extract is an extract of the Rose Bay, Rhododendron ferrugineum L., Ericaceae"
"Rhododendron indicum";"species";"Ericaceae";"Rhododendron";"indicum";"Rhododendron indicum";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Rhododendron Indicum Flower Extract is the extract of the flowers of Rhododendron indicum (L.), Ericaceae"
"Rhododendron mucronulatum";"species";"Ericaceae";"Rhododendron";"mucronulatum";"Rhododendron mucronulatum";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"This is the extract of the flowers of Adonis Amurensis/Akebia Quinata/Albizia Julibrissin/Althaea Rosea/Angelica Acutiloba/Angelica Anomala/Aquilegia Buergeriana/Artemisia Princeps/Aster Ciliosus/Aster Scaber/Brassica Campestris/Broussonetia Kazinoki/Callistephus Chinensis/Camellia Japonica/Camellia Sinensis/Campsis Grandiflora/Caragana Sinica/CarthamusTinctorius/Cassia Obtusifolia/Celosia Cristata/Cercis Chinensis/Chaenomeles Sinensis/Chrysanthemum Indicum/Chrysanthemum Zawadskii/Clematis Terniflora/Commelina Communis/Cornus Kousa/Cornus Officinalis/Corydalis Incisa/Corydalis Turtschaninovii/Cucurbita Moschate/Dendrobium Nobile/Dianthus Chinensis/Elsholtzia Splendens/Eupatorium Lindleyanum/Forsythia Koreana/Fritillaria Ussuriensis/Gardenia Jasminoides/Ginkgo Biloba/Helianthus Annuus/Helianthus Tuberosus/Hemerocallis Fulva/Hibiscus Mutabilis/Hibiscus Syriacus/Hosta Plantaginae/Hydrangea Macrophylla/Impatiens Balsamina/Ipomea Hederacea/Iris Pallasii/Iris Pseudacorus/Kerria Japonica/Lagerstroemia Indica/Leonurus Sibiricus/Lespedeza Bicolor/Lilium Lancifolium/Lindera Obtusiloba/Liriopes Muscari/Lonicera Japonica/Lycoris Radiata/Magnolia Kobus/Magnolia Liliflora/Malus Sieboldii/Narcissus Tazetta/Nelumbo Nucifera/Oenothera Biennis/Paeonia Lactiflora/Paeonia Suffruticosa/Papaver Rhoeas/PatriniaScabiosifolia/Paulownia Coreana/Persicaria Thunbergii/Petasites Japonicus/Phytolacca Esculenta/Platycodon Grandiflorus/Polygonum Odoratum/Ponicirus Trifoliata/Prunus Armeniaca/Prunus Mume/Prunus Persica/Prunus Serrulata/Prunus Tomentosa/Pueraria Lobata/Rhododendron Mucronulatum/Robinia Pseudacacia/Rosa Multiflora/Rosa Rugosa/Sasa Borealis/Sophora Japonica/Spiraea Prunifolia/Styrax Japonica/Syringa Vulgaris/Taraxacum Platycarpum/Tulipa Edulis/Viola Mandschurica/Weigela Subsessilis/Wisteria Sinensis/Zanthoxylum Schinifolium/Zea Mays/Zingiber Mioga/Zinnia Elegans Flower Extract"
"Rhododendron schlippenbachii";"species";"Ericaceae";"Rhododendron";"schlippenbachii";"Rhododendron schlippenbachii";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Rhododendron Schlippenbachii Branch/Leaf Extract is the extract of the branches and leaves of Rhododendron schlippenbachii, Ericaceae"
"Rhododendron weyrichii";"species";"Ericaceae";"Rhododendron";"weyrichii";"Rhododendron weyrichii";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING, SKIN PROTECTING";"";"Bacillus/Rhododendron Weyrichii Flower Ferment Extract Filtrate is a filtrate of an extract of the product obtained by the fermentation of the flowers of Rhododendron weyrichii by the microorganism, Bacillus."
"Rhodomyrtus tomentosa";"species";"Myrtaceae";"Rhodomyrtus";"tomentosa";"Rhodomyrtus tomentosa";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Rhodomyrtus Tomentosa Flower/Leaf/Stem Extract is the extract of the flowers, leaves and stems of Rhodomyrtus tomentosa."
"Rhus chinensis";"species";"Anacardiaceae";"Rhus";"chinensis";"Rhus chinensis";"Accepted";"1";"tpl;tropicos;usda";"HAIR DYEING";"";"This is the extract of the flowers of Calendula officinalis , and Carthamus tinctorius (safflower); the flower, leaves and stems of Achillea millefolium ; the fruits of Vaccinium myrtillus , and Vitex agnus-castus ; the gall of Rhus chinensis ; the husks of Juglans regia (walnut); the leaves of Camellia sinensis , and Urtica dioica (nettle); the leaves and stems of Juniperus communis ; the nuts of Aesculus hippocastanum (horse chestnut); the roots of Dichroa febrifuga ; the seeds of Vitis vinifera (grape); the whole plants, Hypericum perforatum , and Solidago virgaurea (goldenrod)."
"Rhus coriaria";"species";"Anacardiaceae";"Rhus";"coriaria";"Rhus coriaria";"Accepted";"1";"tpl;usda";"ANTIOXIDANT";"";"Rhus Coriaria Leaf/Stem Extract is the extract of the leaves and stems of Rhus coriaria, Anacardiaceae ."
"Rhus glabra";"species";"Anacardiaceae";"Rhus";"glabra";"Rhus glabra";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Rhus Glabra Bark Extract is an extract of the bark of the Pennsylvania Sumac, Rhus glabra, Anacardaceae"
"Rhus succedanea";"species";"Anacardiaceae";"Rhus";"succedanea";"Rhus succedanea";"Accepted";"1";"tpl;tropicos";"BINDING, EMOLLIENT, VISCOSITY CONTROLLING";"";"Rhus Succedanea Fuit Cera is a wax obtained from the mesocarp of the fruit of the Japanese Wax Tree, Rhus succedanea L., Anacardaceae"
"Rhus typhina";"species";"Anacardiaceae";"Rhus";"typhina";"Rhus typhina";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING, SKIN PROTECTING";"";"Rhus Typhina Leaf Extract is the extract of the leaves of the Sumac, Rhus typhina L., Anacardiaceae"
"Ribes uva-crispa";"species";"Grossulariaceae";"Ribes";"grossularia";"Ribes uva-crispa";"Synonym";"1";"tpl";"MOISTURISING";"";"Ribes Grossularia Fruit Extract is an extract of the fruit of the Gooseberry, Ribes grossularia L., Saxifragaceae"
"Ribes nigrum";"species";"Grossulariaceae";"Ribes";"nigrum";"Ribes nigrum";"Accepted";"1";"tpl;tropicos;usda";"EMOLLIENT, HUMECTANT, SKIN CONDITIONING";"";"Ribes Nigrum is a plant material derived from the whole plant Ribes nigrum, Grossulariaceae."
"Ribes rubrum";"species";"Grossulariaceae";"Ribes";"rubrum";"Ribes rubrum";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Ribes Rubrum (Currant) Fruit Water is the aqueous solution of the steam distillates obtained from the fruit of Ribes rubrum, Grossulariacea."
